"Электронная торговая площадка '"ЮНИТРЕЙД'""|http://www.electrontorg.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"Электронная торговая площадка '"ЮНИТРЕЙД'""|197022, г. Санкт-Петербург, ул. Профессора Попова, д.47, офис 922|7814530610|1127847141476|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=fc415506-ea1b-46ad-bf7e-41cddaa593b4
Электронная торговая площадка «Торговая Интеграционная Система Тендер»|http://www.tis-tender.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|Общество с ограниченной ответственностью «ВИОГРАНД»|614033, г. Пермь, ул. Василия Васильева, 3|5904230712|1105904008418|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=9f1c1fb0-488a-4c0d-a13c-31bdf45bc82b
Электронная торговая площадка Заказ РФ |http://bankrot.zakazrf.ru|Союз Операторов Электронных Площадок|24.04.2018|(н/д)|"Акционерное Общество '"Агентство по государственному заказу Республики Татарстан'""|420021, РТ, г.Казань, ул.Московская, д.55, пом. 510|1655391893|1171690094630|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=b21231dd-2a8c-451a-8c57-686529b143f9
Электронный капитал|http://www.eksystems.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|ЗАО «Электронный капитал»|677027, г. Якутск, ул. Каландарашвили, д.7, офис 4-3|1435236250|1101435012414|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=5fa39936-55c5-4ea7-babe-55c710ee696b
"ЭТП '"Пром-Консалтинг'""|http://promkonsalt.ru|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"ООО '"ПРОМ-Консалтинг'""|121059, г. Москва,ул. Б. Дорогомиловская, 10|7705877883|1097746006577|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=1d7c8ecd-498a-466a-8896-8c6ce4b934cf
"ЭТП '"ЮГРА'""|http://etpugra.ru/|Союз Торговых Электронных Площадок|27.03.2017|(н/д)|Общество с ограниченной ответственностью «Сервис-Консалт» |142784, г. Москва, г. Московский, 1-й мкр., дом 23Д, помещение 24.|5003095225|1115003006139|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=dc36ee8c-df1f-4305-9686-81e2a642d942
"'"Ru-Trade24'""|http://www.ru-trade24.ru|Союз Операторов Электронных Площадок|05.10.2017|(н/д)|"ООО '"Ру-Трейд'""|129344, Москва, ул.Енисейская, д.1, стр.8, эт.2, пом.14|5610149787|1125658038021|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=bf1ce27e-6ec9-4f75-8fb5-cdef1639e7ab
"'"Агентство правовых коммуникаций'""|http://www.apktorgi.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"Агентство правовых коммуникаций'""|350051, г. Краснодар, Ул. Шоссе Нефтяников, д.28, офис 709|2308191665|1122308008448|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=36d34a72-11be-4ad2-80fb-56db12342875
"'"АИСТ'""|http://www.aistorg.ru|Союз Операторов Электронных Площадок|11.11.2016|(н/д)|"ООО '"Автоматизированная информационная система торгов'""|344011, Ростовская область, г. Ростов-на-Дону, пер. Гвардейский, д.7|6164313324|1136164005339|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=9d878cc2-7582-47c0-af56-e5503d308977
"'"АЙПИЭС ЭТП'""|http://www.ipsetp.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"АйПиЭс ЭТП'""|191186, г.Санкт-Петербург, пр. Невский, д.30, лит. А|7841499180|1147847100851|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=371c4413-529f-408f-a036-0a2f7e095897
"'"Арбитат'""|http://www.arbitat.ru|Союз Операторов Электронных Площадок|11.11.2016|(н/д)|"ООО '"АРБИТАТ'""|193231, г. Санкт-Петербург, ул. Ворошилова, д.1, литер А, помещение 6-Н|1655217800|1111690047160|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=3aaa75d8-c423-46f4-bac8-87212b80b387
"'"АрбиТрейд'""|http://arbitrade.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"Центр электронной торговли '"АрбиТрейд'""|603109, г. Нижний Новгород, ул. Нижегородская, д.25, кв.3|5260288573|1105260013210|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=16c0d6ac-5ea1-40cd-af29-b86fa984d3c3
